id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desk,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
201909,,20000.0,20000.0,928.38, 36 months,12.36,667.74,D,D1,Cyber resource group inc,3 years,RENT,133000.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=201909,Refinance credit cards on better interest rates,credit_card,Refinance,060xx,CT,13.42,0.0,Aug-1998,685.0,689.0,0.0,0.0,0.0,9.0,0.0,46086.0,92.7,10.0,f,0.0,0.0,24038.218732827,1115.26,20000.0,4038.22,0.0,0.0,0.0,Jan-2011,671.6,,Nov-2015,724.0,720.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
202270,,4000.0,4000.0,1199.992159226272, 36 months,12.36,133.55,D,D1,Modern Marketing Concepts,1 year,RENT,50000.0,Not Verified,Jan-2008,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=202270,Loan request for Debt Consolidation due to Christmas over-spending.  Loan will go toward paying off credit cards and other bills.,debt_consolidation,Loan for Debt Consolidation,068xx,CT,8.66,0.0,Apr-1989,660.0,664.0,1.0,25.0,88.0,13.0,1.0,9380.0,44.1,24.0,f,0.0,0.0,1084.85,324.61,665.76,267.67,0.0,151.42,1.54,Aug-2008,133.55,,Mar-2019,594.0,590.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
202379,,13025.0,13025.0,656.28, 36 months,10.14,421.14,B,B4,Bay Area A?C,1 year,MORTGAGE,40000.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=202379,I have a one month old baby and my wife is on maternity leave and I would like a loan to consolidate my credit cards and my car payment into one payment a month.,debt_consolidation,Cosolidate debt,344xx,FL,17.01,0.0,Jan-1996,750.0,754.0,2.0,0.0,0.0,12.0,0.0,35944.0,56.2,21.0,f,0.0,0.0,15160.900828731204,700.56,13025.0,2135.9,0.0,0.0,0.0,Jan-2011,424.78,,Jan-2011,529.0,525.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
202406,,10000.0,10000.0,630.5, 36 months,13.62,339.94,D,D5,Konica Minolta Business Solutions USA Inc,6 years,RENT,49500.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=202406,The proceeds of this loan will be used to invest in a business opportunity with my brother.  We have had a dream for some time to start a family business and now is the right time.,other,Stop Look Loan,770xx,TX,1.21,1.0,Feb-2001,670.0,674.0,0.0,22.0,0.0,7.0,0.0,0.0,0.0,9.0,f,0.0,0.0,12237.550477146498,770.59,9999.99,2237.56,0.0,0.0,0.0,Jan-2011,347.92,,Jul-2018,614.0,610.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
202712,,11200.0,11200.0,700.05, 36 months,10.78,365.51,C,C1,Wheaton Franciscan Healthcare,< 1 year,RENT,60000.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=202712,"I would like to consolidate some of my credit cards into one payment, as well as help with some of the higher interest rates. My wife and I are currently looking at homes and it would be in our best interests for me to knock out my credit card balances.   My financial situation: I work as a healthcare attorney and have a very stable position. I have no delinquent accounts and have had just one late payment over the past 5 years. I had one collection back around 2002, it has been paid in full, but lists as ""Paid Charge Off."" All derogatories come from this card, and have not one one late payment (30 day or otherwise) in 5 years.   Monthly net income: $ 3574.71  Monthly expenses: $    Housing: $ 600 (split $1200 rent with wife).    Insurance: $ 100 (car insurance)   Car expenses: $150 (approx) for gas. I do not have a car payment.     Utilities: $ 120 (Electric, Gas Combined)   Phone, cable, internet: $ 250    Food, entertainment: $ 500   Clothing, household expenses $ 200   Credit cards and other loans:      - Student Loans: $400 a month      - Juniper Card : $175 a month - $5000 balance (some of this card would be paid off.      - Discover Card: $90 a month (this card would be paid off with this loan.) - $2587 balance     - Capital One Card: $15 a month  - $400 balance     - Direct Merchants Bank: $67 a month ( most of this card would be paid off with this loan.)  - $2543 balance      - Best Buy Card: $51 a month - $1500 balance     - Kay Jewelers: $100 a month - $1100 balance    This comes to approximately $2698 per month in expenses (please note that I have been making more than the minimum payments on several of these cards. After my monthly expenses and prosper loan I would put the rest toward lowering my other debt (cards).   Thank you very much for your consideration,  Mike  ",debt_consolidation,Consolidation of Credit Cards,531xx,WI,14.26,0.0,Jun-1989,700.0,704.0,0.0,62.0,0.0,9.0,0.0,7973.0,89.6,33.0,f,0.0,0.0,13158.2700606591,801.85,11200.0,1958.27,0.0,0.0,0.0,Jan-2011,370.09,,Jan-2011,659.0,655.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
202720,,10000.0,10000.0,2200.0, 36 months,8.07,313.69,A,A4,Cap Logistics,< 1 year,RENT,24600.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=202720,My credit cards have an average APR that is higher than I want.  I am considering different debt payment solutions.,debt_consolidation,Lending Club,802xx,CO,9.95,0.0,Nov-1993,750.0,754.0,1.0,0.0,0.0,6.0,0.0,8522.0,21.7,16.0,f,0.0,0.0,10741.7471852948,2363.18,10000.0,741.75,0.0,0.0,0.0,Feb-2009,6980.96,,Feb-2009,674.0,670.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
203367,,25000.0,25000.0,6360.44, 36 months,15.83,876.83,F,F2,Info Technologies,< 1 year,MORTGAGE,120000.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=203367,I have high interest credit cards. I would like to reduce the overall average APR by getting a better rate by LendingClub,credit_card,Reducing my Credit Card APR,073xx,NJ,18.08,2.0,Nov-1998,675.0,679.0,2.0,16.0,0.0,24.0,0.0,62976.0,86.1,30.0,f,0.0,0.0,31565.868223083307,8028.52,25000.0,6565.87,0.0,0.0,0.0,Jan-2011,894.15,,May-2018,659.0,655.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
203532,,21000.0,21000.0,325.004696207375, 36 months,12.36,701.12,D,D1,Houston Electric,< 1 year,MORTGAGE,48000.0,Not Verified,Jan-2008,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=203532,"I want to buy a DVD rental kiosk.  Vending is  a long-time successful business and the DVD kiosk business is a ground floor opportunity exploding right now.  MCDonald's has invested heavily in this concept (bought their supplier) and my target market are people who do not regularly go to McDonalds, but do rent movies.",small_business,DVD Rental Machine Purchase,773xx,TX,0.85,0.0,Dec-2000,680.0,684.0,1.0,0.0,0.0,2.0,0.0,639.0,13.6,4.0,f,0.0,0.0,3505.6,53.96,2474.2,1030.9,0.0,0.5,0.0,Jun-2008,701.12,,Dec-2009,524.0,520.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
203554,,15000.0,15000.0,1300.1, 36 months,10.14,485.0,B,B4,Camp Dresser  and  McKee,8 years,MORTGAGE,88296.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=203554,"Last spring my wife was diagnosed with an acute leukemia which required 6 months of intense treatment and ongoing maintenance. During this time, she has been unable to work, and we have incurred additional debt and some medical expenses.   At this time, we would like to consolidate and eliminate our high interest credit card debts. We seek a reasonable term with a reasonable interest rate. We have a solid history of paying our obligations on time and will continue to do so, happier in knowing that more of the payment is actually going toward the principal, and there is an end in sight.   Thank you.",debt_consolidation,Debt consolidation,327xx,FL,13.73,0.0,Dec-1992,730.0,734.0,0.0,36.0,0.0,14.0,0.0,14903.0,35.3,48.0,f,0.0,0.0,17459.756289774898,1344.33,14999.99,2459.77,0.0,0.0,0.0,Jan-2011,487.31,,Jul-2015,749.0,745.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
204428,,4000.0,4000.0,1025.0, 36 months,12.36,133.55,D,D1,SRP,6 years,RENT,39996.0,Not Verified,Jan-2008,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=204428,Paying off an old credit card,debt_consolidation,Card loan,850xx,AZ,9.48,0.0,Oct-1996,660.0,664.0,3.0,38.0,0.0,9.0,0.0,2923.0,28.4,16.0,f,0.0,0.0,4807.6293745544,1231.96,4000.0,807.63,0.0,0.0,0.0,Jan-2011,137.6,,Jul-2011,709.0,705.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
