loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,fico_range_low,fico_range_high,last_fico_range_high,last_fico_range_low,earliest_cr_line_age,TotalGain,LoanStatus,LifeOfLoan,PvGain,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,initial_list_status_f,application_type_Individual,disbursement_method_Cash,sub_grade
20000.0,36.0,12.36,667.74,3.0,133000.0,13.42,685.0,689.0,724.0,720.0,113.0,4038.22,0.0,36.0,782.1552190209131,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
13025.0,36.0,10.14,421.14,1.0,40000.0,17.01,750.0,754.0,529.0,525.0,144.0,2135.9,0.0,36.0,413.6984444400673,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
10000.0,36.0,13.62,339.94,6.0,49500.0,1.21,670.0,674.0,614.0,610.0,83.0,2237.5499999999997,0.0,36.0,433.3868413113309,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20
11200.0,36.0,10.78,365.51,1.0,60000.0,14.26,700.0,704.0,659.0,655.0,223.0,1958.27,0.0,36.0,379.29362460492086,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
10000.0,36.0,8.07,313.69,1.0,24600.0,9.95,750.0,754.0,674.0,670.0,170.0,741.75,0.0,13.0,345.56397926372,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
25000.0,36.0,15.83,876.83,1.0,120000.0,18.08,675.0,679.0,659.0,655.0,110.0,6565.87,0.0,36.0,1271.7309824409867,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27
15000.0,36.0,10.14,485.0,8.0,88296.0,13.73,730.0,734.0,749.0,745.0,181.0,2459.7599999999998,0.0,36.0,476.42627730507013,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
4000.0,36.0,12.36,133.55,6.0,39996.0,9.48,660.0,664.0,709.0,705.0,135.0,807.63,0.0,36.0,156.42833217057515,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
11500.0,36.0,8.38,362.39,4.0,107000.0,8.16,755.0,759.0,759.0,755.0,191.0,309.38,0.0,4.0,249.17266763848394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
3500.0,36.0,7.12,108.27,1.0,28800.0,0.0,775.0,779.0,784.0,780.0,100.0,362.93,0.0,27.0,92.62743596124312,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
7200.0,36.0,12.36,240.39,6.0,17280.0,4.58,660.0,664.0,769.0,765.0,127.0,1453.73,0.0,36.0,281.5702231545759,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
2000.0,36.0,7.43,62.15,1.0,67992.0,9.99,765.0,769.0,709.0,705.0,270.0,192.73,0.0,21.0,61.720169305219514,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
2100.0,36.0,8.38,66.18,1.0,19800.0,2.36,720.0,724.0,529.0,525.0,191.0,282.28,0.0,36.0,54.674281050864806,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
10000.0,36.0,11.09,327.82,1.0,41500.0,19.32,700.0,704.0,779.0,775.0,94.0,1804.32,0.0,36.0,349.475339328668,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
10000.0,36.0,11.41,329.34,2.0,78504.0,14.03,690.0,694.0,634.0,630.0,147.0,1657.5,0.0,25.0,454.26120690528376,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
10000.0,36.0,8.38,315.12,2.0,69600.0,14.03,760.0,764.0,739.0,735.0,182.0,1344.3,0.0,36.0,260.3749327500268,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5
2000.0,36.0,8.38,63.03,4.0,35064.0,18.96,740.0,744.0,759.0,755.0,72.0,268.43,0.0,36.0,51.991700660633555,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
3800.0,36.0,12.04,126.29,3.0,63000.0,12.5,665.0,669.0,614.0,610.0,109.0,746.31,0.0,36.0,144.5513769699267,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15
