loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,fico_range_low,fico_range_high,last_fico_range_high,last_fico_range_low,earliest_cr_line_age,TotalGain,LoanStatus,LifeOfLoan,PvGain,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,initial_list_status_f,application_type_Individual,disbursement_method_Cash,sub_grade
10000.0,36.0,12.53,334.67,1.0,191000.0,12.2,710.0,714.0,799.0,795.0,274.0,1607.6,0.0,29.0,383.6009890606662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
15000.0,36.0,16.0,527.36,1.0,74000.0,12.65,705.0,709.0,759.0,755.0,101.0,3986.22,0.0,36.0,772.0834370503698,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,20
11500.0,36.0,7.05,355.35,1.0,74500.0,16.38,720.0,724.0,764.0,760.0,144.0,1080.2,0.0,22.0,332.1295523891093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
25000.0,36.0,12.53,836.66,10.0,135660.0,0.02,795.0,799.0,804.0,800.0,261.0,4568.38,0.0,25.0,1252.028846094697,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
20400.0,36.0,7.74,636.86,9.0,75000.0,15.38,705.0,709.0,774.0,770.0,263.0,2528.18,0.0,36.0,489.67841812092746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
3000.0,36.0,12.18,99.9,7.0,21600.0,1.67,725.0,729.0,664.0,660.0,102.0,596.71,0.0,36.0,115.57563499313284,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
11100.0,36.0,12.87,373.33,1.0,62500.0,19.99,690.0,694.0,619.0,615.0,114.0,971.3,0.0,9.0,566.7920878660375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
7500.0,36.0,8.94,238.29,1.0,34000.0,6.46,755.0,759.0,794.0,790.0,81.0,1078.69,0.0,36.0,208.92943257318038,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
15000.0,36.0,12.87,504.5,1.0,38000.0,21.98,700.0,704.0,679.0,675.0,63.0,909.95,0.0,6.0,640.6068934570911,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
21000.0,36.0,12.53,702.8,3.0,35000.0,6.65,725.0,729.0,674.0,670.0,55.0,3651.4000000000015,0.0,25.0,1000.7175691667893,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
8975.0,36.0,11.83,297.38,5.0,24000.0,20.65,730.0,734.0,649.0,645.0,68.0,1603.26,0.0,27.0,409.18596693363094,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
4000.0,36.0,8.59,126.45,7.0,123000.0,7.67,740.0,744.0,694.0,690.0,193.0,185.6,0.0,7.0,122.51146473226046,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
10000.0,36.0,7.74,312.19,1.0,36000.0,22.37,780.0,784.0,784.0,780.0,181.0,1239.5,0.0,36.0,240.0764183170856,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3
23000.0,36.0,11.48,758.28,1.0,110000.0,11.04,770.0,774.0,834.0,830.0,162.0,3721.01,0.0,27.0,949.6806973414856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7
